id	review	sentiment
178509	fiascoes	2
178510	making last several years	2
178511	making last several years	2
178512	making last several years	2
178513	making last several years	2
178514	last several years	2
178515	last several years	2
178516	last several years	2
178517	several years	2
178518	highbrow self appointed guardians culture need apply loved cool ice last found worthy follow	1
178519	highbrow self appointed guardians culture need apply loved cool ice last found worthy follow	1
178520	highbrow self appointed guardians culture need apply	2
178521	highbrow self appointed guardians culture need apply	2
178522	highbrow self appointed guardians culture need apply	2
178523	highbrow self appointed guardians culture	3
178524	highbrow self appointed guardians	2
178525	highbrow	3
178526	self appointed guardians	2
178527	self appointed	2
178528	guardians	2
178529	culture	2
178530	need apply	2
178531	need	2
178532	apply	2
178533	loved cool ice last found worthy follow	2
178534	loved cool ice	2
178535	loved cool ice	2
178536	loved cool ice	2
178537	loved cool	2
178538	ice	2
178539	ice	2
178540	last found worthy follow	2
178541	last	2
178542	last	2
178543	found worthy follow	2
178544	worthy follow	2
178545	worthy follow	2
178546	follow	2
178547	soggy shapeless mess dumb excuse waterlogged equivalent haunted house movie	2
178548	soggy shapeless mess dumb excuse waterlogged equivalent haunted house movie	2
178549	soggy shapeless mess	2
178550	soggy shapeless mess	2
178551	soggy shapeless mess	2
178552	shapeless mess	2
178553	shapeless mess	2
178554	shapeless	1
178555	dumb excuse waterlogged equivalent haunted house movie	2
178556	dumb excuse	2
178557	dumb excuse	2
178558	dumb excuse	2
178559	excuse	2
178560	waterlogged equivalent haunted house movie	2
178561	waterlogged equivalent haunted house movie	2
178562	waterlogged equivalent	2
178563	waterlogged equivalent	2
178564	waterlogged	2
178565	haunted house movie	2
178566	haunted house movie	2
178567	haunted house movie	2
178568	haunted house	2
178569	something potential movie decides like lavinia go conservative route	3
178570	something potential movie decides like lavinia go conservative route	3
178571	something potential	2
178572	something potential	2
178573	something potential	2
178574	something potential	2
178575	something potential	2
178576	something potential	2
178577	potential	2
178578	movie decides like lavinia go conservative route	2
178579	decides like lavinia go conservative route	3
178580	decides like lavinia	2
178581	decides like lavinia	2
178582	decides	3
178583	decides	3
178584	like lavinia	2
178585	lavinia	2
178586	go conservative route	2
178587	go conservative route	2
178588	conservative route	2
178589	conservative route	2
178590	conservative	2
178591	route	2
178592	possession elizabeth barrett browning meets nancy drew directed neil labute	1
178593	possession elizabeth barrett browning meets nancy drew directed neil labute	1
178594	possession elizabeth barrett browning meets nancy drew directed	2
178595	possession elizabeth barrett browning meets nancy drew directed	2
178596	possession elizabeth barrett browning meets nancy drew	2
178597	possession elizabeth barrett browning meets nancy drew	2
178598	possession elizabeth barrett browning meets nancy drew	2
178599	possession	2
178600	elizabeth barrett browning meets nancy drew	2
178601	elizabeth barrett browning meets nancy drew	2
178602	elizabeth barrett browning	2
178603	elizabeth	2
178604	barrett browning	2
178605	barrett	2
178606	browning	2
178607	meets nancy drew	2
178608	meets	2
178609	nancy drew	2
178610	nancy	2
178611	drew	2
178612	directed	2
178613	directed	2
178614	directed	2
178615	neil labute	2
178616	neil	2
178617	labute	2
178618	incredibly dull	2
178619	incredibly dull	2
178620	incredibly dull	2
178621	incredibly dull	2
178622	overall feel film pretty cheesy still real sense star trek tradition honored best given embarrassing script weak direction	3
178623	overall feel film pretty cheesy still real sense star trek tradition honored best given embarrassing script weak direction	3
178624	overall feel film pretty cheesy still real sense star trek tradition honored best	2
178625	overall feel film pretty cheesy still real sense star trek tradition honored best	2
178626	overall feel film pretty cheesy	2
178627	overall feel film pretty cheesy	2
178628	overall feel film pretty cheesy	2
178629	overall feel film	2
178630	overall feel	2
178631	overall feel	2
178632	pretty cheesy	2
178633	pretty cheesy	2
178634	cheesy	2
178635	still real sense star trek tradition honored best	2
178636	still real sense star trek tradition honored best	2
178637	still real sense	2
178638	real sense	2
178639	real sense	2
178640	star trek tradition honored best	2
178641	star trek tradition honored best	2
178642	star trek tradition	2
178643	star trek tradition	2
178644	trek tradition	2
178645	trek	2
178646	honored best	2
178647	honored best	2
178648	honored best	2
178649	honored	2
178650	best	3
178651	best	3
178652	NOTHING	2
178653	given embarrassing script weak direction	3
178654	embarrassing script weak direction	3
178655	embarrassing script	2
178656	embarrassing script	2
178657	embarrassing script	2
178658	embarrassing	2
178659	weak direction	2
178660	plot holes large obvious marching band might well stomping clown clothes playing college football fight song untuned instruments	1
178661	plot holes large obvious marching band might well stomping clown clothes playing college football fight song untuned instruments	1
178662	plot holes large obvious marching band	2
178663	plot holes large obvious	2
178664	large obvious	2
178665	large obvious	2
178666	large	2
178667	large	2
178668	marching band	2
178669	marching band	2
178670	marching	3
178671	band	2
178672	might well stomping clown clothes playing college football fight song untuned instruments	2
178673	might well stomping clown clothes playing college football fight song untuned instruments	2
178674	stomping clown clothes playing college football fight song untuned instruments	1
178675	stomping clown clothes playing college football fight song untuned instruments	1
178676	stomping clown clothes	2
178677	stomping clown clothes	2
178678	stomping	2
178679	stomping	2
178680	NOTHING	2
178681	clown clothes	2
178682	clown clothes	2
178683	clown	2
178684	clothes	2
178685	playing college football fight song untuned instruments	3
178686	playing college football fight song	2
178687	college football fight song	2
178688	college football fight song	2
178689	football fight song	2
178690	football	2
178691	fight song	2
178692	untuned instruments	2
178693	untuned instruments	2
178694	untuned	2
178695	instruments	2
178696	NOTHING	2
178697	NOTHING	2
178698	dull lifeless amateurishly assembled	2
178699	dull lifeless amateurishly	2
178700	lifeless amateurishly	2
178701	lifeless amateurishly	2
178702	amateurishly	1
178703	amateurishly	1
178704	assembled	2
178705	assembled	2
178706	something fundamental missing story something someone care	2
178707	something fundamental missing story something someone care	2
178708	something fundamental missing story something someone care	2
178709	something fundamental missing story	2
178710	something fundamental missing story	2
178711	something fundamental missing story	2
178712	something fundamental	2
178713	fundamental	2
178714	missing story	2
178715	story	2
178716	story	2
178717	something someone care	2
178718	something someone	2
178719	something	2
178720	care	2
178721	lacks originality makes intelligence b grade stylishness	2
178722	lacks originality	0
178723	lacks originality	0
178724	lacks originality	0
178725	makes intelligence b grade stylishness	1
178726	makes intelligence b grade stylishness	1
178727	makes intelligence b grade stylishness	1
178728	makes	2
178729	intelligence b grade stylishness	3
178730	intelligence b grade stylishness	3
178731	intelligence b grade stylishness	3
178732	b grade stylishness	2
178733	b grade stylishness	2
178734	isle preposterous thoroughly misogynistic vistas incredibly beautiful look	2
178735	isle preposterous thoroughly misogynistic	2
178736	isle preposterous thoroughly misogynistic	2
178737	isle	2
178738	isle	2
178739	preposterous thoroughly misogynistic	2
178740	preposterous thoroughly misogynistic	2
178741	preposterous thoroughly misogynistic	2
178742	preposterous	0
178743	thoroughly misogynistic	2
178744	vistas incredibly beautiful look	2
178745	vistas incredibly beautiful look	2
178746	vistas	2
178747	vistas	2
178748	incredibly beautiful look	2
178749	incredibly beautiful look	2
178750	incredibly beautiful look	2
178751	beautiful look	2
178752	begins ends scenes terrifying still stunned	2
178753	begins ends scenes terrifying still stunned	2
178754	begins ends scenes terrifying still stunned	2
178755	begins ends scenes terrifying still stunned	2
178756	begins ends scenes terrifying still stunned	2
178757	begins	2
178758	ends scenes terrifying still stunned	2
178759	ends scenes	2
178760	scenes	2
178761	terrifying still stunned	2
178762	terrifying	2
178763	terrifying	2
178764	still stunned	2
178765	still stunned	2
178766	still	2
178767	stunned	2
178768	acting costumes music cinematography sound astounding given production austere locales	2
178769	acting costumes music cinematography sound astounding	3
178770	acting costumes music cinematography sound	2
178771	acting costumes music cinematography sound	2
178772	costumes music cinematography sound	2
178773	costumes music cinematography sound	2
178774	music cinematography sound	2
178775	music cinematography sound	2
178776	cinematography sound	2
178777	cinematography sound	2
178778	cinematography	2
178779	astounding	3
178780	NOTHING	2
178781	astounding	3
178782	given production austere locales	3
178783	given production austere locales	3
178784	production austere locales	2
178785	production	2
178786	production	2
178787	austere locales	2
178788	austere	2
178789	locales	1
178790	unless dire need diesel fix real reason see	2
178791	unless dire need diesel fix	2
178792	dire need diesel fix	2
178793	dire need diesel fix	2
178794	dire need diesel fix	2
178795	dire need diesel fix	2
178796	dire need	2
178797	dire	2
178798	diesel fix	2
178799	diesel fix	2
178800	diesel fix	2
178801	diesel	2
178802	fix	2
178803	real reason see	0
178804	real reason see	0
178805	real reason see	0
178806	real reason see	0
178807	real reason see	0
178808	real reason see	0
178809	reason see	3
178810	band courage face official repression inspiring especially aging hippies lrb one included rrb	2
178811	band courage face official repression	2
178812	band courage	2
178813	band	2
178814	band	2
178815	face official repression	2
178816	face official repression	2
178817	face	2
178818	official repression	2
178819	official repression	2
178820	official	2
178821	repression	2
178822	inspiring especially aging hippies lrb one included rrb	1
178823	inspiring especially aging hippies lrb one included rrb	1
178824	inspiring	4
178825	inspiring	4
178826	especially aging hippies lrb one included rrb	2
178827	aging hippies lrb one included rrb	2
178828	aging hippies lrb one included rrb	2
178829	aging hippies	2
178830	hippies	2
178831	lrb one included rrb	2
178832	one included rrb	2
178833	one included	2
178834	included	2
178835	undisputed n exactly high gripping tidy little movie takes mr hill higher	2
178836	undisputed n exactly high	2
178837	undisputed n exactly high	2
178838	n exactly high	2
178839	exactly high	2
178840	high	2
178841	gripping tidy little movie takes mr hill higher	2
178842	gripping tidy little movie takes mr hill higher	2
178843	gripping tidy little movie takes mr hill higher	2
178844	gripping tidy little movie takes mr hill higher	2
178845	gripping tidy little movie takes mr hill higher	2
178846	gripping tidy little movie	2
178847	gripping tidy little movie	2
178848	tidy little movie	2
178849	tidy little movie	2
178850	tidy	2
178851	little movie	2
178852	takes mr hill higher	2
178853	takes mr hill higher	2
178854	mr hill higher	2
178855	mr hill	2
178856	higher	3
178857	higher	3
178858	NOTHING	2
178859	NOTHING	2
178860	NOTHING	2
178861	NOTHING	2
178862	NOTHING	2
178863	NOTHING	2
178864	offers little genuine romance even fewer laughs sad sitcom movie largely devoid charm	3
178865	offers little genuine romance even fewer laughs sad sitcom movie largely devoid charm	3
178866	offers little genuine romance even fewer laughs	3
178867	offers little genuine romance even fewer laughs	3
178868	offers little genuine romance	2
178869	offers little genuine romance	2
178870	little genuine romance	2
178871	little genuine romance	2
178872	genuine romance	2
178873	even fewer laughs	2
178874	fewer laughs	2
178875	fewer	2
178876	sad sitcom movie largely devoid charm	2
178877	sad sitcom	2
178878	sad sitcom	2
178879	movie largely devoid charm	2
178880	movie largely devoid charm	2
178881	movie largely devoid	2
178882	largely devoid	1
178883	charm	3
178884	whole movie lacks wit feeling believability compensate incessant coarseness banality	2
178885	whole	2
178886	movie lacks wit feeling believability compensate incessant coarseness banality	2
178887	movie lacks wit feeling believability compensate incessant coarseness banality	2
178888	lacks wit feeling believability compensate incessant coarseness banality	2
178889	lacks wit feeling believability compensate incessant coarseness banality	2
178890	lacks wit feeling believability	2
178891	wit feeling believability	2
178892	feeling believability	2
178893	feeling believability	2
178894	feeling	2
178895	believability	2
178896	compensate incessant coarseness banality	2
178897	compensate incessant coarseness banality	2
178898	compensate	2
178899	incessant coarseness banality	2
178900	incessant coarseness banality	2
178901	incessant coarseness banality	2
178902	incessant	2
178903	coarseness banality	2
178904	coarseness	2
178905	banality	2
178906	gloriously goofy lrb gory rrb midnight movie stuff	2
178907	gloriously	3
178908	goofy lrb gory rrb midnight movie stuff	2
178909	lrb gory rrb midnight movie stuff	2
178910	lrb gory rrb	2
178911	lrb gory	2
178912	midnight movie stuff	2
178913	midnight movie	2
178914	midnight	2
178915	stuff	2
178916	understands generation defines music much music defines generation	2
178917	understands generation defines music much music defines generation	2
178918	understands generation defines music much music defines generation	2
178919	generation defines music much music defines generation	3
178920	generation defines music much music defines generation	3
178921	generation	2
178922	defines music much music defines generation	2
178923	defines music	2
178924	defines	2
178925	music	2
178926	much music defines generation	3
178927	music defines generation	2
178928	music defines generation	2
178929	defines generation	2
178930	times suspense palpable end sense crux mystery hinges technicality strains credulity leaves viewer haunted waste potential	3
178931	times suspense palpable end sense crux mystery hinges technicality strains credulity leaves viewer haunted waste potential	3
178932	times suspense palpable	2
178933	times suspense palpable	2
178934	times suspense palpable	2
178935	suspense palpable	2
178936	suspense palpable	2
178937	suspense	2
178938	palpable	2
178939	palpable	2
178940	end sense crux mystery hinges technicality strains credulity leaves viewer haunted waste potential	3
178941	sense crux mystery hinges technicality strains credulity leaves viewer haunted waste potential	3
178942	sense crux mystery hinges technicality strains credulity leaves viewer haunted waste potential	3
178943	sense	2
178944	crux mystery hinges technicality strains credulity leaves viewer haunted waste potential	3
178945	crux mystery hinges technicality strains credulity leaves viewer haunted waste potential	3
178946	crux mystery	2
178947	crux	2
178948	crux	2
178949	mystery	2
178950	mystery	2
178951	hinges technicality strains credulity leaves viewer haunted waste potential	3
178952	hinges technicality	2
178953	technicality	2
178954	technicality	2
178955	technicality	2
178956	strains credulity leaves viewer haunted waste potential	2
178957	strains credulity leaves viewer haunted waste potential	2
178958	strains	1
178959	credulity leaves viewer haunted waste potential	2
178960	credulity leaves	3
178961	credulity	2
178962	credulity	2
178963	leaves	2
178964	viewer haunted waste potential	2
178965	haunted waste potential	2
178966	waste potential	2
178967	waste potential	2
178968	waste	1
178969	potential	2
178970	actors terrific conveying young angst indeed feel	2
178971	actors terrific conveying young angst	3
178972	terrific conveying young angst	3
178973	terrific conveying young angst	3
178974	terrific conveying young angst	3
178975	conveying young angst	2
178976	conveying young angst	2
178977	conveying	2
178978	young angst	2
178979	young angst	2
178980	angst	2
178981	indeed feel	2
178982	indeed feel	2
178983	indeed feel	2
178984	indeed feel	2
178985	indeed	2
178986	feel	2
178987	NOTHING	2
178988	slow boring occasionally annoying	2
178989	slow boring occasionally annoying	2
178990	boring occasionally annoying	2
178991	boring occasionally annoying	2
178992	boring occasionally annoying	2
178993	boring occasionally annoying	2
178994	boring	1
178995	boring	1
178996	occasionally annoying	2
178997	incredibly clever superbly paced caper filled scams within scams within scams	2
178998	incredibly clever superbly paced caper	2
178999	incredibly clever superbly paced caper	2
179000	incredibly clever superbly paced	2
179001	incredibly clever	2
179002	incredibly clever	2
179003	superbly paced	2
179004	filled scams within scams within scams	2
179005	filled scams within scams within scams	2
179006	filled scams within scams	2
179007	filled scams	2
179008	scams	2
179009	scams	2
179010	within scams	2
179011	found slow drab bordering melodramatic	2
179012	found slow drab bordering melodramatic	2
179013	found slow drab bordering melodramatic	2
179014	found	2
179015	slow drab bordering melodramatic	2
179016	slow drab	2
179017	drab	2
179018	bordering melodramatic	2
179019	bordering melodramatic	2
179020	bordering	2
179021	melodramatic	2
179022	plays hollow catharsis lots tears little way insights	2
179023	plays hollow catharsis lots tears little way insights	2
179024	hollow catharsis lots tears little way insights	2
179025	hollow catharsis	2
179026	hollow catharsis	2
179027	catharsis	2
179028	lots tears little way insights	2
179029	lots tears little way insights	2
179030	lots tears	2
179031	lots tears	2
179032	lots tears	2
179033	tears	2
179034	little way insights	2
179035	way insights	2
179036	way insights	2
179037	insights	2
179038	neither romantic thrilling	2
179039	neither romantic thrilling	2
179040	neither romantic thrilling	2
179041	neither romantic thrilling	2
179042	romantic thrilling	2
179043	romantic	3
179044	romantic	3
179045	thrilling	4
179046	thrilling	4
179047	NOTHING	2
179048	NOTHING	2
179049	warm water red bridge quirky poignant japanese film explores fascinating connections women water nature sexuality	3
179050	warm water	2
179051	red bridge quirky poignant japanese film explores fascinating connections women water nature sexuality	3
179052	red bridge	2
179053	red bridge	2
179054	red bridge	2
179055	bridge	2
179056	quirky poignant japanese film explores fascinating connections women water nature sexuality	3
179057	quirky poignant japanese film explores fascinating connections women water nature sexuality	3
179058	quirky poignant japanese film explores fascinating connections women water nature sexuality	3
179059	quirky poignant japanese film	2
179060	quirky poignant japanese film	2
179061	poignant japanese film	2
179062	poignant japanese film	2
179063	japanese film	2
179064	explores fascinating connections women water nature sexuality	2
179065	explores fascinating connections women water nature sexuality	2
179066	fascinating connections women water nature sexuality	2
179067	fascinating connections	3
179068	fascinating connections	3
179069	women water nature sexuality	2
179070	women water nature sexuality	2
179071	women	2
179072	water nature sexuality	2
179073	nature sexuality	2
179074	nature sexuality	2
179075	nature	2
179076	sexuality	2
179077	sexuality	2
179078	traditional moviemaking way done lot careful period attention well welcome wit	3
179079	traditional moviemaking way done lot careful period attention well welcome wit	3
179080	traditional moviemaking way	2
179081	traditional moviemaking way	2
179082	traditional moviemaking way	2
179083	traditional moviemaking way	2
179084	traditional	2
179085	moviemaking way	2
179086	way	2
179087	done lot careful period attention well welcome wit	2
179088	done lot careful period attention well welcome wit	2
179089	done lot careful period attention well welcome wit	2
179090	lot careful period attention well welcome wit	2
179091	lot careful period attention well welcome wit	2
179092	careful period attention well welcome wit	2
179093	careful period attention well welcome wit	2
179094	careful period attention well	2
179095	careful period attention	2
179096	careful	2
179097	period attention	2
179098	welcome wit	2
179099	welcome wit	2
179100	welcome wit	2
179101	welcome	2
179102	like tone deaf singer benefit concert john q bad movie appearing behalf good cause	2
179103	like tone deaf singer benefit concert	2
179104	tone deaf singer benefit concert	3
179105	tone deaf singer	2
179106	tone deaf singer	2
179107	tone deaf	2
179108	singer	2
179109	benefit concert	2
179110	benefit concert	2
179111	benefit concert	2
179112	concert	2
179113	john q bad movie appearing behalf good cause	2
179114	john q bad movie appearing behalf good cause	2
179115	john q	2
179116	q	2
179117	bad movie appearing behalf good cause	2
179118	bad movie appearing behalf good cause	2
179119	bad movie appearing behalf good cause	2
179120	bad movie	0
179121	appearing behalf good cause	2
179122	appearing	2
179123	behalf good cause	2
179124	behalf good cause	2
179125	behalf	2
179126	good cause	2
179127	good cause	2
179128	good cause	2
179129	idea year old roberto benigni playing wooden boy pinocchio scary enough	2
179130	idea year old roberto benigni playing wooden boy pinocchio	2
179131	year old roberto benigni playing wooden boy pinocchio	2
179132	year old roberto benigni playing wooden boy pinocchio	2
179133	year old roberto benigni	2
179134	year old	2
179135	roberto benigni	2
179136	roberto	2
179137	benigni	2
179138	playing wooden boy pinocchio	2
179139	wooden boy pinocchio	2
179140	wooden boy pinocchio	2
179141	wooden	2
179142	boy pinocchio	2
179143	pinocchio	2
179144	scary enough	2
179145	scary enough	2
179146	scary enough	2
179147	well intentioned though may soap opera morality tales antiseptic preprogrammed feel school special	3
179148	well intentioned though may	2
179149	though may	2
179150	may	2
179151	may	2
179152	soap opera morality tales antiseptic preprogrammed feel school special	2
179153	soap opera morality tales antiseptic preprogrammed feel school special	2
179154	soap opera morality tales	2
179155	soap opera morality tales	2
179156	soap opera	1
179157	morality tales	2
179158	antiseptic preprogrammed feel school special	2
179159	antiseptic preprogrammed feel school special	2
179160	antiseptic preprogrammed feel school special	2
179161	antiseptic preprogrammed feel	3
179162	antiseptic preprogrammed feel	3
179163	antiseptic	2
179164	preprogrammed feel	2
179165	preprogrammed feel	2
179166	preprogrammed	2
179167	school special	2
179168	odds heaven hell creeped fine	2
179169	odds heaven hell	2
179170	odds heaven hell	2
179171	odds	2
179172	heaven hell	2
179173	heaven hell	2
179174	heaven	3
179175	creeped fine	2
179176	creeped fine	2
179177	creeped fine	2
179178	creeped fine	2
179179	creeped	2
179180	creeped	2
179181	creeped	2
179182	fine	3
179183	works hard establish rounded characters nothing fresh particularly interesting say	2
179184	works hard establish	2
179185	hard establish	2
179186	establish	2
179187	establish	2
179188	rounded characters nothing fresh particularly interesting say	3
179189	rounded characters nothing fresh particularly interesting say	3
179190	rounded characters	2
179191	rounded characters	2
179192	rounded characters	2
179193	rounded characters	2
179194	rounded	2
179195	nothing fresh particularly interesting say	3
179196	nothing fresh particularly interesting	2
179197	nothing fresh particularly interesting	2
179198	fresh particularly interesting	3
179199	fresh	2
179200	particularly interesting	2
179201	say	2
179202	say	2
179203	NOTHING	2
179204	despite powerful portrayal binoche period romance suffers overly deliberate pace uneven narrative momentum	3
179205	despite powerful portrayal binoche	3
179206	powerful portrayal binoche	2
179207	powerful portrayal	2
179208	powerful portrayal	2
179209	binoche	2
179210	period romance suffers overly deliberate pace uneven narrative momentum	2
179211	period romance suffers overly deliberate pace uneven narrative momentum	2
179212	period romance suffers overly deliberate pace uneven narrative momentum	2
179213	period romance suffers overly deliberate pace uneven narrative momentum	2
179214	period romance suffers overly deliberate pace uneven narrative momentum	2
179215	period romance	2
179216	period romance	2
179217	suffers overly deliberate pace uneven narrative momentum	2
179218	suffers overly deliberate pace uneven narrative momentum	2
179219	overly deliberate pace uneven narrative momentum	2
179220	overly deliberate pace uneven narrative momentum	2
179221	overly deliberate pace	3
179222	overly deliberate pace	3
179223	overly deliberate pace	3
179224	overly deliberate	2
179225	deliberate	2
179226	pace	2
179227	uneven narrative momentum	2
179228	uneven	2
179229	narrative momentum	2
179230	momentum	2
179231	liked movies notting hill four weddings funeral bridget jones diary high fidelity wo n want miss boy	2
179232	liked movies notting hill four weddings funeral bridget jones diary high fidelity	3
179233	liked movies notting hill four weddings funeral bridget jones diary high fidelity	3
179234	liked movies notting hill four weddings funeral bridget jones diary high fidelity	3
179235	liked movies	2
179236	liked	3
179237	movies	2
179238	notting hill four weddings funeral bridget jones diary high fidelity	3
179239	notting hill four weddings funeral bridget jones diary high fidelity	3
179240	notting hill four weddings funeral bridget jones diary	1
179241	notting hill four weddings funeral bridget jones diary	1
179242	notting hill four weddings funeral	3
179243	notting hill four weddings funeral	3
179244	notting hill	2
179245	four weddings funeral	2
179246	weddings funeral	2
179247	funeral	1
179248	funeral	1
179249	bridget jones diary	2
179250	bridget	2
179251	jones diary	2
179252	diary	2
179253	diary	2
179254	wo n want miss boy	2
179255	wo n want miss boy	2
179256	wo n want miss boy	2
179257	wo n want miss boy	2
179258	wo n want miss boy	2
179259	want miss boy	2
179260	miss boy	2
179261	miss boy	2
179262	boy	2
179263	boy	2
179264	genuinely cool hear characters talk early rap records lrb sugar hill gang etc rrb constant referencing hip hop arcana alienate even savviest audiences	1
179265	genuinely cool hear characters talk early rap records lrb sugar hill gang etc rrb	2
179266	genuinely cool hear characters talk early rap records lrb sugar hill gang etc rrb	2
179267	genuinely cool hear characters talk early rap records lrb sugar hill gang etc rrb	2
179268	genuinely cool	2
179269	genuinely cool	2
179270	hear characters talk early rap records lrb sugar hill gang etc rrb	2
179271	hear characters talk early rap records lrb sugar hill gang etc rrb	2
179272	hear	2
179273	characters talk early rap records lrb sugar hill gang etc rrb	2
179274	talk early rap records lrb sugar hill gang etc rrb	2
179275	early rap records lrb sugar hill gang etc rrb	2
179276	early rap records lrb sugar hill gang etc rrb	2
179277	early rap records	2
179278	early	2
179279	rap records	2
179280	records	2
179281	lrb sugar hill gang etc rrb	2
179282	sugar hill gang etc rrb	2
179283	sugar hill gang etc	2
179284	sugar hill gang	2
179285	sugar hill gang	2
179286	hill gang	2
179287	constant referencing hip hop arcana alienate even savviest audiences	2
179288	constant referencing hip hop arcana alienate even savviest audiences	2
179289	constant referencing hip hop arcana	2
179290	constant referencing	2
179291	constant referencing	2
179292	referencing	2
179293	hip hop arcana	2
179294	hip hop arcana	2
179295	hip hop	2
179296	arcana	2
179297	alienate even savviest audiences	2
179298	alienate even savviest audiences	2
179299	alienate even savviest audiences	2
179300	alienate even	2
179301	alienate	1
179302	savviest audiences	2
179303	savviest audiences	2
179304	savviest	2
179305	people would n know subtle characterization put giant furry monster costume gave lapdance	1
179306	people	2
179307	would n know subtle characterization put giant furry monster costume gave lapdance	2
179308	would n know subtle characterization put giant furry monster costume gave lapdance	2
179309	know subtle characterization put giant furry monster costume gave lapdance	1
179310	know subtle characterization	2
179311	subtle characterization	2
179312	characterization	2
179313	put giant furry monster costume gave lapdance	2
179314	put giant furry monster costume gave lapdance	2
179315	put giant furry monster costume gave lapdance	2
179316	put giant furry monster costume	2
179317	put giant furry monster costume	2
179318	put giant furry monster costume	2
179319	giant furry monster costume	2
179320	giant furry monster costume	2
179321	giant furry monster costume	2
179322	furry monster costume	2
179323	furry	2
179324	monster costume	2
179325	costume	2
179326	gave lapdance	2
179327	gave	2
179328	gave	2
179329	lapdance	2
179330	lapdance	2
179331	cutting edge pet rock movie	2
179332	cutting edge pet rock movie	2
179333	cutting edge pet rock	2
179334	cutting edge pet rock	2
179335	cutting edge	4
179336	cutting edge	4
179337	cutting edge	4
179338	pet rock	2
179339	pet rock	2
179340	pet	2
179341	close phantom menace comfort	2
179342	close phantom menace comfort	2
179343	close phantom menace comfort	2
179344	phantom menace comfort	2
179345	phantom menace comfort	2
179346	phantom menace	2
179347	phantom	2
179348	comfort	2
179349	falls neatly category good stupid fun	1
179350	neatly category good stupid fun	2
179351	neatly category good stupid fun	2
179352	neatly	2
179353	category good stupid fun	2
179354	category good stupid fun	2
179355	category	2
179356	category	2
179357	good stupid fun	2
179358	good stupid fun	2
179359	stupid fun	2
179360	film featuring young children threatened terrorist bomb longer pass mere entertainment	2
179361	film featuring young children threatened terrorist bomb	2
179362	film	2
179363	featuring young children threatened terrorist bomb	2
179364	young children threatened terrorist bomb	2
179365	young children	2
179366	threatened terrorist bomb	2
179367	threatened	2
179368	terrorist bomb	2
179369	terrorist bomb	2
179370	terrorist bomb	2
179371	longer pass mere entertainment	2
179372	longer pass mere entertainment	2
179373	longer	2
179374	longer	2
179375	pass mere entertainment	2
179376	mere entertainment	2
179377	mere entertainment	2
179378	mere	2
179379	inspiring heart affecting film desperate attempts vietnamese refugees living u relocation camps keep hopes alive	3
179380	inspiring heart affecting film desperate attempts vietnamese refugees living u relocation camps keep hopes alive	3
179381	inspiring heart affecting film desperate attempts vietnamese refugees	3
179382	inspiring heart affecting film	2
179383	inspiring heart affecting film	2
179384	inspiring heart affecting	3
179385	inspiring	4
179386	heart affecting	2
179387	desperate attempts vietnamese refugees	2
179388	desperate attempts vietnamese refugees	2
179389	desperate attempts	2
179390	desperate attempts	2
179391	vietnamese refugees	2
179392	vietnamese refugees	2
179393	vietnamese	2
179394	refugees	2
179395	living u relocation camps keep hopes alive	2
179396	living u relocation camps	3
179397	u relocation camps	2
179398	u relocation camps	2
179399	relocation camps	2
179400	relocation	2
179401	camps	2
179402	keep hopes alive	2
179403	keep hopes alive	2
179404	keep hopes alive	2
179405	keep hopes	2
179406	hopes	2
179407	NOTHING	2
179408	NOTHING	2
179409	reggio continual visual barrage absorbing well thought provoking	2
179410	reggio continual visual barrage	2
179411	reggio	2
179412	reggio	2
179413	continual visual barrage	2
179414	continual	2
179415	visual barrage	2
179416	barrage	2
179417	absorbing well thought provoking	2
179418	absorbing well thought provoking	2
179419	absorbing well thought provoking	2
179420	absorbing well	2
179421	absorbing	3
179422	talents actors helps moonlight mile rise heart sleeve writing	3
179423	talents actors	2
179424	helps moonlight mile rise heart sleeve writing	2
179425	helps moonlight mile rise heart sleeve writing	2
179426	moonlight mile rise heart sleeve writing	2
179427	moonlight mile rise heart sleeve writing	2
179428	moonlight mile	2
179429	moonlight	2
179430	rise heart sleeve writing	2
179431	rise heart sleeve writing	2
179432	rise	2
179433	heart sleeve writing	2
179434	heart sleeve writing	2
179435	heart sleeve writing	2
179436	heart sleeve	2
179437	least one scene disgusting viewers may hard pressed retain lunch	1
179438	least one scene	2
179439	least one	2
179440	disgusting viewers may hard pressed retain lunch	1
179441	disgusting viewers may hard pressed retain lunch	1
179442	disgusting	0
179443	disgusting	0
179444	viewers may hard pressed retain lunch	3
179445	viewers may hard pressed retain lunch	3
179446	may hard pressed retain lunch	2
179447	hard pressed retain lunch	2
179448	hard pressed retain lunch	2
179449	pressed retain lunch	3
179450	pressed	2
179451	retain lunch	2
179452	retain lunch	2
179453	retain	2
179454	lunch	2
179455	lunch	2
179456	simply presents point view ayurveda works	1
179457	simply presents point view ayurveda works	1
179458	presents point view ayurveda works	2
179459	presents point view ayurveda works	2
179460	presents point view	2
179461	point view	2
179462	point	2
179463	view	2
179464	view	2
179465	ayurveda works	2
179466	ayurveda works	2
179467	ayurveda	2
179468	full world presented onscreen series carefully structured plot points building pat resolution	1
179469	full world presented onscreen series carefully structured plot points building pat resolution	1
179470	full world presented onscreen	2
179471	full world presented onscreen	2
179472	full world presented onscreen	2
